Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1999.0,Нет,Female,No,5.0,48.0,,27.0,9.0,,,PHD,911595142449,New Delhi,M,5.0,2015.0,,0
1999.0,Нет,Female,No,5.0,48.0,Овен,,9.0,,0.0,PHD,911595142449,New Delhi,M,5.0,2015.0,2.0,0
1999.0,Нет,,,,48.0,Овен,27.0,9.0,3.0,0.0,PHD,911595142449,,M,5.0,2015.0,2.0,0
1999.0,Нет,Female,No,,48.0,Овен,27.0,9.0,3.0,,PHD,911595142449,,M,,2015.0,2.0,0
1997.0,Нет,Male,No,1.0,180.0,Рыбы,,10.0,2.0,1.0,,913636642473,New Delhi,,2.0,,1.0,0
1997.0,Нет,Male,,1.0,180.0,Рыбы,29.0,10.0,2.0,1.0,Masters,913636642473,New Delhi,M,,,1.0,0
,Нет,Male,,1.0,,Рыбы,29.0,10.0,2.0,1.0,Masters,913636642473,,,2.0,2017.0,1.0,0
1997.0,Нет,Male,No,,180.0,Рыбы,,,2.0,1.0,Masters,913636642473,New Delhi,M,2.0,2017.0,1.0,0
1998.0,Нет,Female,No,3.0,8.0,Близнецы,28.0,10.0,3.0,1.0,,915889300881,,L,10.0,2013.0,2.0,0
1998.0,Нет,Female,No,,8.0,Близнецы,28.0,10.0,3.0,1.0,Bachelors,915889300881,,L,10.0,2013.0,2.0,0
1998.0,Нет,Female,No,3.0,8.0,Близнецы,28.0,10.0,3.0,1.0,,915889300881,New Delhi,L,10.0,2013.0,2.0,0
1996.0,Да,Male,,,155.0,Дева,29.0,5.0,3.0,1.0,,919355302742,,L,,,4.0,1
,Да,,No,4.0,155.0,Дева,29.0,5.0,3.0,1.0,Masters,919355302742,Pune,L,10.0,,4.0,1
1996.0,Да,Male,No,4.0,155.0,Дева,29.0,5.0,,1.0,Masters,919355302742,,L,10.0,,4.0,1
1998.0,Нет,Male,No,4.0,276.0,Стрелец,29.0,7.0,3.0,1.0,Bachelors,914761924156,New Delhi,L,2.0,2014.0,,0
1998.0,Нет,Male,No,4.0,276.0,Стрелец,,7.0,3.0,,,914761924156,,,2.0,2014.0,1.0,0
1996.0,Нет,Female,No,2.0,430.0,Стрелец,29.0,,3.0,1.0,,911066269979,New Delhi,S,11.0,2013.0,2.0,0
1996.0,,Female,No,2.0,430.0,Стрелец,29.0,9.0,3.0,1.0,Bachelors,911066269979,New Delhi,S,11.0,2013.0,2.0,0
1996.0,Нет,Female,No,,430.0,Стрелец,,,3.0,1.0,,911066269979,New Delhi,S,,2013.0,2.0,0
1996.0,Нет,Female,No,2.0,430.0,Стрелец,29.0,9.0,3.0,1.0,Bachelors,911066269979,New Delhi,S,11.0,2013.0,2.0,0
1996.0,,Female,No,2.0,430.0,Стрелец,29.0,,3.0,,Bachelors,911066269979,,S,11.0,2013.0,,0
1996.0,Да,Female,,4.0,432.0,,30.0,10.0,,1.0,Bachelors,916242857244,Bangalore,,13.0,2016.0,1.0,1
1996.0,,Female,No,,421.0,Козерог,,2.0,3.0,,,919951808659,,L,14.0,2017.0,1.0,0
1996.0,Нет,Female,No,,421.0,Козерог,29.0,2.0,,0.0,Bachelors,919951808659,New Delhi,L,,2017.0,1.0,0
,,Male,No,3.0,305.0,Козерог,28.0,,3.0,,Bachelors,917887617420,Bangalore,M,,2018.0,1.0,1
1997.0,,Male,No,,305.0,Козерог,28.0,,,0.0,,917887617420,Bangalore,M,7.0,,1.0,1
1997.0,Да,Male,No,,305.0,Козерог,28.0,8.0,3.0,0.0,Bachelors,917887617420,Bangalore,M,7.0,2018.0,,1
1997.0,Да,Male,,3.0,305.0,Козерог,,,3.0,0.0,Bachelors,917887617420,Bangalore,,7.0,2018.0,1.0,1
1997.0,Да,Male,No,,305.0,Козерог,,8.0,3.0,0.0,,917887617420,Bangalore,M,7.0,2018.0,1.0,1
1996.0,Нет,Male,No,,496.0,Рак,29.0,0.0,3.0,1.0,Bachelors,919671193334,Bangalore,,5.0,2014.0,,0
1996.0,Нет,Male,,4.0,496.0,,,0.0,3.0,1.0,Bachelors,919671193334,Bangalore,M,,2014.0,,0
,Нет,,No,4.0,496.0,,29.0,0.0,3.0,1.0,Bachelors,919671193334,Bangalore,M,5.0,2014.0,1.0,0
1996.0,,,No,,496.0,,29.0,0.0,3.0,1.0,Bachelors,919671193334,,M,5.0,,1.0,0
1996.0,Нет,Male,No,4.0,496.0,,,0.0,,1.0,Bachelors,919671193334,,M,5.0,2014.0,,0
1998.0,Да,Female,,5.0,402.0,Козерог,27.0,4.0,,1.0,,915727838656,Bangalore,M,1.0,,1.0,1
1995.0,,Male,,3.0,137.0,Рыбы,30.0,7.0,2.0,0.0,,914026412634,,XL,15.0,2017.0,3.0,0
1995.0,Нет,Male,No,,137.0,Рыбы,30.0,7.0,2.0,0.0,Masters,914026412634,Bangalore,XL,,2017.0,3.0,0
1995.0,Нет,,,3.0,137.0,,30.0,7.0,2.0,0.0,Masters,914026412634,Bangalore,XL,15.0,2017.0,3.0,0
1995.0,Нет,,,3.0,137.0,Рыбы,30.0,,2.0,0.0,Masters,914026412634,,XL,15.0,2017.0,3.0,0
1997.0,Нет,Male,No,4.0,,,,10.0,,0.0,Masters,911433392266,New Delhi,M,6.0,,,0
1997.0,Нет,,No,4.0,,,29.0,10.0,,0.0,Masters,911433392266,New Delhi,M,6.0,2017.0,,0
1997.0,Нет,Male,,4.0,454.0,Козерог,29.0,10.0,,0.0,Masters,911433392266,New Delhi,M,6.0,2017.0,4.0,0
1997.0,Нет,Male,No,4.0,454.0,Козерог,29.0,10.0,,0.0,Masters,911433392266,New Delhi,,6.0,,4.0,0
1996.0,Нет,Male,No,0.0,426.0,Овен,,3.0,3.0,1.0,Bachelors,918075027990,Pune,XXL,0.0,2016.0,1.0,0
1996.0,,Male,No,0.0,426.0,Овен,30.0,3.0,3.0,1.0,Bachelors,918075027990,Pune,,0.0,2016.0,1.0,0
,Нет,Male,No,,426.0,Овен,,,,1.0,Bachelors,918075027990,,XXL,0.0,2016.0,,0
1996.0,Нет,Male,No,0.0,426.0,Овен,30.0,3.0,3.0,1.0,Bachelors,918075027990,Pune,XXL,0.0,,1.0,0
,Нет,Female,No,0.0,,Близнецы,29.0,1.0,,1.0,Bachelors,911202053915,,,13.0,2015.0,4.0,0
1998.0,Нет,Female,,0.0,,Близнецы,29.0,1.0,,1.0,Bachelors,911202053915,Bangalore,M,,,4.0,0
1998.0,Нет,,No,0.0,155.0,Близнецы,29.0,1.0,3.0,1.0,,911202053915,Bangalore,,13.0,2015.0,4.0,0
1998.0,Нет,Female,No,0.0,,,,1.0,3.0,1.0,Bachelors,911202053915,Bangalore,,13.0,2015.0,4.0,0
1998.0,Нет,Female,No,0.0,155.0,,29.0,1.0,3.0,1.0,Bachelors,911202053915,Bangalore,M,13.0,2015.0,,0
1996.0,Нет,Male,No,1.0,476.0,Рак,29.0,1.0,3.0,1.0,Bachelors,912358763109,New Delhi,,5.0,2015.0,3.0,0
1996.0,Нет,,No,1.0,,Рак,,1.0,3.0,1.0,,912358763109,New Delhi,S,5.0,2015.0,3.0,0
1996.0,Нет,Male,,1.0,476.0,Рак,29.0,1.0,3.0,1.0,Bachelors,912358763109,New Delhi,,5.0,2015.0,3.0,0
1996.0,Нет,Male,No,1.0,,Рак,,1.0,3.0,1.0,Bachelors,912358763109,New Delhi,S,5.0,,3.0,0
1996.0,Нет,Male,No,,,,29.0,1.0,,1.0,Bachelors,912358763109,,S,5.0,,,0
1996.0,Нет,,No,4.0,,Весы,30.0,9.0,3.0,0.0,Bachelors,914392065689,Bangalore,M,4.0,2017.0,1.0,0
,,Male,,,260.0,Водолей,,2.0,3.0,1.0,PHD,911260128878,Bangalore,L,,2013.0,1.0,0
1998.0,Нет,,No,5.0,260.0,Водолей,27.0,,,1.0,PHD,911260128878,,L,10.0,2013.0,1.0,0
1998.0,,Male,No,5.0,260.0,,27.0,2.0,3.0,1.0,PHD,911260128878,Bangalore,L,10.0,2013.0,1.0,0
1998.0,Нет,Male,No,5.0,260.0,Водолей,,2.0,3.0,1.0,PHD,911260128878,,L,10.0,2013.0,1.0,0
1999.0,Да,Male,Yes,,310.0,Близнецы,,6.0,3.0,1.0,Bachelors,916507015892,Bangalore,,9.0,2018.0,4.0,1
,Да,Male,Yes,1.0,310.0,Близнецы,28.0,6.0,3.0,,Bachelors,916507015892,Bangalore,L,,2018.0,,1
1999.0,Да,,,1.0,310.0,Близнецы,28.0,6.0,3.0,1.0,Bachelors,916507015892,Bangalore,L,9.0,2018.0,4.0,1
,Да,Male,Yes,1.0,,Близнецы,28.0,6.0,3.0,1.0,,916507015892,Bangalore,L,9.0,,4.0,1
1999.0,,,Yes,1.0,310.0,,,6.0,,1.0,Bachelors,916507015892,,L,9.0,2018.0,4.0,1
,Да,Female,Yes,2.0,384.0,Водолей,29.0,5.0,2.0,1.0,Masters,917548544285,Pune,M,15.0,2017.0,5.0,1
1997.0,Да,Female,Yes,2.0,384.0,,29.0,5.0,2.0,1.0,Masters,917548544285,,M,15.0,2017.0,5.0,1
1999.0,,,No,5.0,,Скорпион,,4.0,1.0,,Bachelors,913732587203,New Delhi,M,4.0,2012.0,1.0,1
1999.0,Да,Female,No,5.0,,,27.0,4.0,1.0,0.0,Bachelors,913732587203,New Delhi,M,4.0,2012.0,1.0,1
1999.0,Да,Female,No,5.0,240.0,Скорпион,,4.0,,0.0,Bachelors,913732587203,New Delhi,M,4.0,2012.0,,1
1999.0,Да,Female,No,5.0,240.0,Скорпион,,4.0,1.0,0.0,,913732587203,New Delhi,M,4.0,2012.0,1.0,1
1998.0,,,No,0.0,296.0,Козерог,28.0,1.0,1.0,0.0,Bachelors,919485901868,Pune,M,2.0,2015.0,,1
,Да,Female,No,0.0,296.0,Козерог,28.0,1.0,1.0,0.0,Bachelors,919485901868,Pune,M,,,1.0,1
,Да,,,0.0,,Козерог,28.0,1.0,1.0,0.0,Bachelors,919485901868,Pune,M,2.0,2015.0,1.0,1
1997.0,Да,Male,No,4.0,87.0,,29.0,4.0,,,Bachelors,918802069151,Bangalore,M,9.0,2014.0,,1
1997.0,Да,Male,No,4.0,87.0,Водолей,29.0,4.0,3.0,0.0,Bachelors,918802069151,Bangalore,M,9.0,,2.0,1
1997.0,Нет,,No,3.0,,Рыбы,,6.0,3.0,0.0,Bachelors,916046406585,New Delhi,S,,2017.0,,0
1997.0,Нет,Female,No,3.0,347.0,Рыбы,29.0,6.0,3.0,0.0,,916046406585,New Delhi,S,10.0,2017.0,,0
1997.0,Нет,Female,No,3.0,347.0,Рыбы,,6.0,3.0,0.0,Bachelors,916046406585,New Delhi,,10.0,,2.0,0
1997.0,Нет,Female,No,,347.0,Рыбы,29.0,6.0,,0.0,Bachelors,916046406585,New Delhi,S,,2017.0,2.0,0
,Нет,Female,No,3.0,347.0,Рыбы,29.0,,3.0,0.0,Bachelors,916046406585,New Delhi,S,10.0,2017.0,2.0,0
2001.0,,,No,4.0,,Козерог,26.0,9.0,2.0,,,917375848556,Pune,M,2.0,2015.0,4.0,0
2001.0,Нет,Female,No,,30.0,Козерог,26.0,9.0,2.0,0.0,PHD,917375848556,Pune,M,2.0,,4.0,0
1997.0,Нет,Female,No,5.0,352.0,Близнецы,30.0,8.0,3.0,0.0,Bachelors,911933013462,Bangalore,L,15.0,2017.0,,0
1997.0,Нет,Female,No,,352.0,Близнецы,30.0,8.0,,0.0,,911933013462,Bangalore,L,15.0,2017.0,,0
1997.0,,,No,,352.0,Близнецы,30.0,8.0,3.0,,Bachelors,911933013462,,L,15.0,2017.0,1.0,0
1997.0,Нет,Female,,5.0,352.0,Близнецы,30.0,8.0,3.0,0.0,Bachelors,911933013462,Bangalore,L,15.0,2017.0,1.0,0
1997.0,,Female,No,5.0,352.0,Близнецы,,8.0,3.0,0.0,Bachelors,911933013462,Bangalore,,15.0,,1.0,0
,,Male,No,4.0,95.0,Козерог,26.0,,3.0,0.0,Masters,916437373572,,,7.0,2013.0,1.0,1
2000.0,Да,,No,4.0,95.0,Козерог,,3.0,3.0,0.0,Masters,916437373572,Pune,XL,7.0,2013.0,1.0,1
1997.0,Да,Female,No,2.0,114.0,Лев,29.0,8.0,2.0,0.0,Bachelors,913553301875,Pune,M,,2012.0,3.0,1
,Да,,No,2.0,114.0,Лев,,8.0,2.0,0.0,Bachelors,913553301875,Pune,M,0.0,,3.0,1
,,,Yes,2.0,216.0,Стрелец,30.0,2.0,3.0,1.0,Bachelors,915212865077,Bangalore,S,0.0,2018.0,2.0,1
,Да,Male,Yes,,216.0,,30.0,2.0,3.0,,Bachelors,915212865077,Bangalore,S,,2018.0,2.0,1
1998.0,Да,Female,No,3.0,,Козерог,28.0,9.0,2.0,,Bachelors,916057014471,,,12.0,2018.0,,1
1998.0,Да,,No,3.0,53.0,Козерог,28.0,9.0,2.0,0.0,Bachelors,916057014471,Bangalore,S,12.0,2018.0,2.0,1
,Да,Female,No,,53.0,Козерог,,9.0,2.0,,Bachelors,916057014471,Bangalore,S,,2018.0,2.0,1
,,Male,No,0.0,,Рыбы,28.0,10.0,,1.0,Bachelors,914021611060,,M,10.0,2012.0,1.0,1
,Да,,No,0.0,76.0,,28.0,10.0,3.0,,Bachelors,914021611060,Bangalore,M,10.0,2012.0,1.0,1
,Да,Male,No,0.0,76.0,Рыбы,28.0,10.0,3.0,1.0,Bachelors,914021611060,Bangalore,,10.0,2012.0,1.0,1
,Да,Male,No,0.0,76.0,Рыбы,28.0,10.0,3.0,1.0,Bachelors,914021611060,,M,10.0,2012.0,1.0,1
,Да,Male,No,0.0,76.0,,,10.0,3.0,1.0,Bachelors,914021611060,Bangalore,,10.0,2012.0,,1
1997.0,Нет,Female,,0.0,79.0,Дева,,9.0,3.0,1.0,Bachelors,911881438970,Bangalore,S,9.0,2012.0,,0
1999.0,Нет,Male,Yes,2.0,328.0,Близнецы,28.0,10.0,3.0,1.0,,917092402593,,,0.0,2016.0,3.0,0
1999.0,Нет,Male,Yes,2.0,328.0,,28.0,10.0,,1.0,Bachelors,917092402593,Bangalore,M,,2016.0,3.0,0
1999.0,Нет,,Yes,,,Близнецы,,10.0,3.0,1.0,Bachelors,917092402593,Bangalore,M,0.0,2016.0,,0
1999.0,Нет,Male,,,328.0,Близнецы,28.0,,,1.0,Bachelors,917092402593,Bangalore,,0.0,2016.0,3.0,0
1997.0,Да,Male,Yes,3.0,368.0,Козерог,29.0,2.0,3.0,0.0,Bachelors,911706944253,,XL,11.0,,,1
1997.0,Да,Male,Yes,3.0,368.0,Козерог,29.0,2.0,3.0,,Bachelors,911706944253,Pune,XL,,2018.0,1.0,1
1998.0,Нет,Male,Yes,4.0,451.0,Козерог,,,3.0,1.0,Bachelors,913381007115,New Delhi,L,13.0,2014.0,4.0,0
1999.0,Да,,,5.0,477.0,,27.0,3.0,3.0,1.0,Masters,913630965545,,XL,6.0,,2.0,1
1998.0,Да,Female,No,0.0,328.0,Рак,29.0,4.0,3.0,,Bachelors,914557572846,,M,13.0,,5.0,1
1998.0,Да,Female,No,0.0,328.0,Рак,29.0,,,0.0,Bachelors,914557572846,,,13.0,2017.0,5.0,1
,,,No,0.0,328.0,Рак,29.0,,3.0,0.0,Bachelors,914557572846,Pune,M,13.0,,,1
1998.0,Да,,No,0.0,328.0,Рак,,4.0,3.0,0.0,Bachelors,914557572846,Pune,,13.0,2017.0,5.0,1
1998.0,Да,,No,0.0,328.0,Рак,,4.0,3.0,,,914557572846,Pune,M,13.0,2017.0,5.0,1
,Да,Male,No,,90.0,Телец,29.0,5.0,,0.0,Bachelors,918732818483,,L,,,,1
1997.0,Да,Male,No,2.0,341.0,,30.0,6.0,3.0,0.0,Masters,913406078561,,M,11.0,2013.0,3.0,1
,,Male,No,1.0,245.0,Водолей,30.0,9.0,1.0,1.0,Bachelors,914189920800,Bangalore,S,10.0,2017.0,,0
1996.0,,Male,No,1.0,245.0,Водолей,30.0,9.0,1.0,1.0,Bachelors,914189920800,Bangalore,S,10.0,2017.0,,0
,Нет,Male,No,,245.0,Водолей,,9.0,,1.0,Bachelors,914189920800,Bangalore,S,10.0,,,0
,Нет,,No,1.0,245.0,Водолей,30.0,,1.0,1.0,Bachelors,914189920800,Bangalore,S,10.0,,3.0,0
1996.0,Нет,Male,,1.0,245.0,Водолей,,,1.0,1.0,Bachelors,914189920800,Bangalore,S,,,,0
1996.0,Нет,,Yes,1.0,281.0,Телец,,,3.0,0.0,,915254076270,New Delhi,M,,2015.0,1.0,0
1996.0,Нет,Female,Yes,1.0,,Телец,,10.0,,0.0,,915254076270,New Delhi,M,2.0,2015.0,1.0,0
,,Female,Yes,1.0,281.0,Телец,30.0,10.0,3.0,,Bachelors,915254076270,,M,2.0,2015.0,1.0,0
,Нет,Female,,1.0,281.0,Телец,30.0,10.0,3.0,0.0,Bachelors,915254076270,New Delhi,M,,2015.0,1.0,0
1995.0,Да,Female,,1.0,,Лев,30.0,,3.0,0.0,,915641527505,Pune,,6.0,2017.0,,1
1995.0,Да,,No,1.0,61.0,,30.0,,3.0,,Bachelors,915641527505,Pune,L,6.0,,1.0,1
1995.0,Да,Female,No,1.0,,Лев,30.0,0.0,3.0,0.0,Bachelors,915641527505,Pune,,6.0,2017.0,,1
1997.0,Да,Male,No,,480.0,Близнецы,30.0,0.0,3.0,1.0,,912836752806,New Delhi,,0.0,2018.0,,1
1997.0,Да,Male,No,2.0,480.0,Близнецы,30.0,0.0,3.0,,PHD,912836752806,,,0.0,2018.0,,1
1997.0,Да,Male,No,2.0,480.0,,30.0,0.0,,1.0,PHD,912836752806,New Delhi,M,,2018.0,2.0,1
1998.0,Да,,,,236.0,,29.0,5.0,3.0,1.0,Bachelors,917019340062,Bangalore,M,7.0,,2.0,1
1995.0,Нет,Male,Yes,0.0,12.0,Рак,,7.0,3.0,,Bachelors,918807479431,Bangalore,,12.0,2013.0,,0
,Нет,,Yes,0.0,12.0,,,7.0,3.0,0.0,Bachelors,918807479431,,L,12.0,2013.0,2.0,0
1995.0,Нет,Male,Yes,,12.0,Рак,30.0,,3.0,0.0,Bachelors,918807479431,Bangalore,L,12.0,,2.0,0
1995.0,Нет,,,0.0,12.0,Рак,30.0,7.0,3.0,0.0,,918807479431,Bangalore,L,12.0,2013.0,2.0,0
1997.0,Нет,Male,,5.0,29.0,,28.0,5.0,3.0,1.0,Bachelors,914056554794,,,12.0,2013.0,1.0,0
1997.0,,,,5.0,29.0,Лев,28.0,5.0,3.0,1.0,Bachelors,914056554794,Pune,XXL,,,1.0,0
1997.0,Нет,Male,,5.0,29.0,Лев,28.0,5.0,3.0,,Bachelors,914056554794,Pune,XXL,12.0,2013.0,1.0,0
1996.0,Да,Female,No,1.0,303.0,Водолей,30.0,5.0,2.0,0.0,,919156473490,,XS,6.0,2015.0,3.0,1
1996.0,Да,,No,1.0,303.0,Водолей,,5.0,2.0,0.0,Bachelors,919156473490,Pune,XS,6.0,2015.0,3.0,1
1996.0,,Female,No,1.0,303.0,Водолей,30.0,5.0,2.0,0.0,,919156473490,Pune,,,2015.0,3.0,1
1996.0,,Female,,1.0,303.0,Водолей,,5.0,2.0,0.0,Bachelors,919156473490,Pune,,6.0,2015.0,3.0,1
1996.0,Да,,No,1.0,303.0,Водолей,30.0,5.0,,0.0,Bachelors,919156473490,Pune,XS,6.0,2015.0,3.0,1
,,,,5.0,395.0,Водолей,27.0,,3.0,0.0,Masters,915186832027,,XL,2.0,2012.0,5.0,1
1999.0,Да,Male,Yes,5.0,395.0,Водолей,27.0,,,,Masters,915186832027,Pune,XL,,,5.0,1
,Да,,Yes,5.0,395.0,Водолей,27.0,4.0,3.0,0.0,Masters,915186832027,Pune,XL,2.0,2012.0,5.0,1
1996.0,Нет,Male,No,1.0,6.0,,30.0,7.0,3.0,0.0,,919447603022,Bangalore,L,7.0,2013.0,2.0,0
1999.0,,Male,,5.0,,Овен,27.0,3.0,3.0,1.0,Bachelors,919993049886,New Delhi,L,1.0,,3.0,0
1999.0,,Male,No,5.0,245.0,Овен,27.0,,3.0,1.0,,919993049886,New Delhi,,,2014.0,3.0,0
1999.0,Нет,Male,,5.0,245.0,Овен,27.0,,3.0,1.0,Bachelors,919993049886,New Delhi,L,1.0,2014.0,,0
1999.0,Нет,Male,No,5.0,245.0,Овен,27.0,,3.0,1.0,Bachelors,919993049886,New Delhi,L,,,3.0,0
1996.0,Да,Male,No,1.0,,Козерог,30.0,8.0,3.0,1.0,Masters,913833049434,,L,12.0,,1.0,1
1996.0,Да,Male,,1.0,338.0,Козерог,30.0,8.0,3.0,1.0,Masters,913833049434,Bangalore,,12.0,2013.0,1.0,1
1996.0,Да,Male,No,1.0,338.0,Козерог,,8.0,3.0,1.0,Masters,913833049434,Bangalore,,12.0,2013.0,1.0,1
1996.0,,Male,No,1.0,338.0,Козерог,30.0,8.0,3.0,1.0,Masters,913833049434,,L,,2013.0,1.0,1
,,Male,,2.0,483.0,Весы,29.0,7.0,3.0,1.0,Bachelors,913813170763,Bangalore,M,15.0,2016.0,5.0,1
1997.0,Да,Male,No,2.0,483.0,Весы,29.0,7.0,3.0,,Bachelors,913813170763,,M,15.0,2016.0,5.0,1
,Да,Male,No,2.0,335.0,,30.0,9.0,3.0,1.0,Masters,918636332689,New Delhi,,9.0,2018.0,2.0,1
1996.0,Да,Male,No,2.0,,,,9.0,3.0,,Masters,918636332689,New Delhi,L,9.0,2018.0,2.0,1
1996.0,Да,Male,No,2.0,335.0,,,9.0,3.0,,Masters,918636332689,,,9.0,2018.0,2.0,1
1996.0,Да,Male,No,2.0,,Весы,30.0,9.0,3.0,1.0,Masters,918636332689,New Delhi,L,9.0,2018.0,2.0,1
,Да,Male,No,2.0,,Весы,30.0,9.0,3.0,1.0,Masters,918636332689,New Delhi,L,9.0,2018.0,2.0,1
1999.0,Да,Female,No,5.0,390.0,Телец,27.0,4.0,,0.0,Masters,914426191795,Pune,M,,2014.0,1.0,1
1999.0,,Female,No,5.0,390.0,Телец,27.0,4.0,3.0,0.0,Masters,914426191795,,M,9.0,,,1
1999.0,Да,Female,No,,390.0,Телец,,,3.0,0.0,Masters,914426191795,Pune,M,9.0,2014.0,,1
1999.0,Да,,,5.0,,,27.0,4.0,3.0,0.0,Masters,914426191795,Pune,M,9.0,2014.0,1.0,1
1999.0,Да,Female,No,,390.0,Телец,27.0,,3.0,0.0,Masters,914426191795,Pune,M,9.0,,1.0,1
1996.0,Нет,Male,No,0.0,,,29.0,3.0,3.0,,,917766622830,Pune,XL,5.0,,2.0,0
1996.0,,Male,No,0.0,315.0,Рак,29.0,3.0,3.0,0.0,Bachelors,917766622830,Pune,,5.0,2017.0,2.0,0
1996.0,,Male,No,0.0,315.0,Рак,29.0,3.0,,0.0,Bachelors,917766622830,Pune,,,2017.0,2.0,0
1996.0,Нет,Male,,0.0,315.0,Рак,29.0,3.0,3.0,0.0,Bachelors,917766622830,Pune,XL,5.0,2017.0,2.0,0
1995.0,,Male,No,,439.0,Дева,30.0,8.0,3.0,0.0,Masters,914680924780,New Delhi,,10.0,2016.0,4.0,0
1995.0,Нет,Male,No,2.0,439.0,Дева,,8.0,3.0,0.0,Masters,914680924780,New Delhi,,10.0,,4.0,0
1995.0,Нет,,No,,439.0,Дева,30.0,8.0,3.0,,Masters,914680924780,New Delhi,M,,2016.0,4.0,0
,Да,Male,No,3.0,39.0,Лев,30.0,6.0,3.0,1.0,Masters,917248352776,,XXL,10.0,2017.0,,1
1996.0,Да,Female,No,,,Дева,30.0,8.0,,,,912821973284,Pune,S,3.0,,1.0,1
1996.0,,,No,1.0,495.0,Дева,30.0,8.0,2.0,1.0,Bachelors,912821973284,Pune,,3.0,,1.0,1
1998.0,Нет,Female,No,3.0,81.0,Водолей,28.0,10.0,3.0,0.0,Masters,912194281396,New Delhi,M,15.0,,1.0,0
,Нет,Female,No,,81.0,Водолей,,,3.0,0.0,Masters,912194281396,New Delhi,,15.0,2014.0,,0
,Нет,Female,,,,Водолей,28.0,10.0,3.0,,Masters,912194281396,New Delhi,M,15.0,2014.0,1.0,0
1998.0,Нет,Female,No,3.0,81.0,Водолей,,10.0,3.0,0.0,Masters,912194281396,New Delhi,M,15.0,2014.0,1.0,0
1995.0,,,No,2.0,397.0,Скорпион,,9.0,1.0,1.0,Bachelors,915537798547,Bangalore,,10.0,2017.0,,0
1995.0,Нет,Male,No,2.0,397.0,Скорпион,30.0,9.0,1.0,1.0,Bachelors,915537798547,Bangalore,L,10.0,2017.0,1.0,0
1997.0,,,Yes,1.0,,Весы,30.0,9.0,1.0,1.0,Bachelors,918087440799,Pune,S,7.0,2013.0,2.0,1
1997.0,Да,Female,Yes,1.0,45.0,,30.0,9.0,1.0,1.0,Bachelors,918087440799,Pune,S,,,2.0,1
1997.0,Да,Female,Yes,,45.0,Весы,30.0,9.0,1.0,1.0,Bachelors,918087440799,,S,7.0,2013.0,2.0,1
,Да,Female,Yes,1.0,45.0,,,,1.0,1.0,Bachelors,918087440799,Pune,S,7.0,2013.0,,1
1997.0,,Female,No,5.0,25.0,Стрелец,30.0,8.0,3.0,0.0,Bachelors,918417360579,Bangalore,M,,2013.0,2.0,0
1995.0,,,No,,,Близнецы,,3.0,2.0,0.0,PHD,913925205704,New Delhi,,10.0,2018.0,,1
,Да,Female,,4.0,110.0,Близнецы,30.0,3.0,2.0,0.0,PHD,913925205704,New Delhi,M,10.0,2018.0,2.0,1
1995.0,,Female,No,4.0,110.0,,30.0,3.0,2.0,,,913925205704,,,10.0,2018.0,2.0,1
1995.0,Да,Female,No,4.0,110.0,Близнецы,30.0,3.0,2.0,0.0,PHD,913925205704,New Delhi,,10.0,2018.0,2.0,1
1995.0,Да,Female,No,4.0,110.0,Близнецы,,3.0,,0.0,PHD,913925205704,New Delhi,M,10.0,2018.0,,1
,Нет,Male,No,3.0,228.0,Рак,29.0,2.0,3.0,1.0,Bachelors,918263940302,Bangalore,M,14.0,2017.0,2.0,0
1999.0,Нет,Male,Yes,2.0,,Овен,,1.0,,0.0,,915880343390,Bangalore,S,8.0,,3.0,0
1999.0,Нет,Male,Yes,2.0,132.0,,28.0,1.0,3.0,0.0,Bachelors,915880343390,Bangalore,,8.0,2012.0,3.0,0
1995.0,Нет,Male,,2.0,,,30.0,,1.0,,Masters,917656694776,New Delhi,L,10.0,2017.0,1.0,0
1995.0,Нет,Male,,2.0,,Водолей,30.0,8.0,1.0,1.0,,917656694776,New Delhi,L,,2017.0,1.0,0
1996.0,Да,Female,No,,177.0,Водолей,,,1.0,,Masters,914459775238,Bangalore,XL,,2013.0,1.0,1
1996.0,Да,Female,No,2.0,177.0,,29.0,7.0,1.0,,Masters,914459775238,,XL,0.0,2013.0,,1
1996.0,Да,Female,No,2.0,,Водолей,,,,0.0,,914459775238,Bangalore,,0.0,,1.0,1
1997.0,Нет,Male,No,5.0,35.0,Скорпион,29.0,,3.0,1.0,Bachelors,913435974312,Pune,M,12.0,2012.0,2.0,0
1997.0,Нет,Male,No,5.0,35.0,Скорпион,29.0,7.0,3.0,1.0,Bachelors,913435974312,Pune,M,12.0,2012.0,2.0,0
1996.0,Нет,Male,No,,,Близнецы,29.0,7.0,3.0,1.0,Bachelors,916167958607,Bangalore,M,5.0,2015.0,1.0,0
1996.0,Нет,Male,,4.0,,Близнецы,29.0,,,1.0,,916167958607,Bangalore,,5.0,2015.0,1.0,0
,Нет,Male,No,4.0,,Близнецы,29.0,7.0,,1.0,,916167958607,Bangalore,,5.0,2015.0,1.0,0
1996.0,Нет,Male,No,4.0,214.0,Близнецы,29.0,7.0,3.0,1.0,,916167958607,Bangalore,M,5.0,,1.0,0
